City,Place,PLace_Ratings,City_Ratings,Best_time_to_visit,Budget
Amritsar, 1. Golden Temple ,4.5,4.4,October to March,2500 - 4500
Amritsar, 2. Wagah Border ,4.4,4.4,October to March,2500 - 4500
Amritsar, 3. Jallianwala Bagh ,4.4,4.4,October to March,2500 - 4500
Amritsar, 4. Partition Museum  ,3.0,4.4,October to March,2500 - 4500
Amritsar, 6. Maharaja Ranjit Singh Museum ,3.3,4.4,October to March,2500 - 4500
Amritsar, 8. Guru Ke Mahal ,3.3,4.4,October to March,2500 - 4500
Amritsar, 10. Hall Bazaar ,3.3,4.4,October to March,2500 - 4500
Amritsar, 14. Gurudwara Mata Kaulan ,3.3,4.4,October to March,2500 - 4500
Amritsar, 17. Bibeksar Sahib ,3.3,4.4,October to March,2500 - 4500
Amritsar, 18. Khair-ud-Din Masjid ,3.3,4.4,October to March,2500 - 4500
Delhi, 1. Morning walk near India Gate ,4.3,4.1,October to March,3500 - 6000
Delhi, 2. Qutub Minar ,3.7,4.1,October to March,3500 - 6000
Delhi, 3. Swaminarayan Akshardham Temple ,4.2,4.1,October to March,3500 - 6000
Delhi, 4. Humayun's Tomb ,4.5,4.1,October to March,3500 - 6000
Delhi, 5. Clubbing in Hauz Khas Village ,4.3,4.1,October to March,3500 - 6000
Delhi, 7. National Gallery Of Modern Art ,3.0,4.1,October to March,3500 - 6000
Delhi, 8. Lotus Temple ,4.4,4.1,October to March,3500 - 6000
Delhi, 9. Red Fort ,4.4,4.1,October to March,3500 - 6000
Delhi, 10. Agrasen ki Baoli ,3.8,4.1,October to March,3500 - 6000
Delhi, 12. Garden of Five Senses ,3.0,4.1,October to March,3500 - 6000
Delhi, 13. Lodhi Garden ,3.8,4.1,October to March,3500 - 6000
Delhi, 15. Shop at Chandni Chowk ,4.3,4.1,October to March,3500 - 6000
Delhi, 16. Shop & Eat at Dilli Haat ,3.0,4.1,October to March,3500 - 6000
Delhi, 18. Gurudwara Bangla Sahib ,3.9,4.1,October to March,3500 - 6000
Delhi, 20. Rail Museum ,3.0,4.1,October to March,3500 - 6000
Delhi, 21. Nizamuddin Dargah ,3.8,4.1,October to March,3500 - 6000
Delhi, 22. Jantar Mantar ,4.3,4.1,October to March,3500 - 6000
Delhi, 23. Tour the National Zoological Park ,4.3,4.1,October to March,3500 - 6000
Delhi, 24. Mehrauli Archaeological Park ,3.8,4.1,October to March,3500 - 6000
Delhi, 25. Kingdom of Dreams ,4.0,4.1,October to March,3500 - 6000
Delhi, 26. Mughal Gardens ,3.0,4.1,October to March,3500 - 6000
Delhi, 27. Rashtrapati Bhavan ,4.4,4.1,October to March,3500 - 6000
Delhi," 28. Jama Masjid, Delhi ",4.4,4.1,October to March,3500 - 6000
Delhi, 29. Pick the Trends at Sarojini Market ,3.0,4.1,October to March,3500 - 6000
Delhi, 30. Party at the Connaught Place ,4.3,4.1,October to March,3500 - 6000
Delhi, 31. Roam around the Shopping Markets ,3.6,4.1,October to March,3500 - 6000
Delhi, 32. ISKCON (Hare Krishna) Temple ,3.8,4.1,October to March,3500 - 6000
Delhi, 33. Savour the food of Khan Market ,3.8,4.1,October to March,3500 - 6000
Delhi, 34. A Different World in Paharganj ,3.0,4.1,October to March,3500 - 6000
Delhi, 36. Enjoy the Colours of Lajpat Nagar ,3.0,4.1,October to March,3500 - 6000
Delhi, 37. Safdarjung Tomb ,3.0,4.1,October to March,3500 - 6000
Delhi, 38. Admire the architecture of Purana Qila ,3.0,4.1,October to March,3500 - 6000
Delhi, 40. Stroll through Pragati Maidan ,3.8,4.1,October to March,3500 - 6000
Delhi, 41. Rajghat ,3.8,4.1,October to March,3500 - 6000
Delhi, 42. National Museum ,3.0,4.1,October to March,3500 - 6000
Delhi, 43. Kuchesar ,3.5,4.1,October to March,3500 - 6000
Delhi, 45. Tughlaqabad Fort ,3.0,4.1,October to March,3500 - 6000
Delhi, 46. Teen Murti Bhavan (Nehru House) and Nehru Planetarium ,3.3,4.1,October to March,3500 - 6000
Delhi, 47. Rajpath ,3.8,4.1,October to March,3500 - 6000
Jaisalmer, 1. Jaisalmer Fort ,4.4,4.4,October to March,2500 - 4500
Jaisalmer, 2. Desert Safari ,4.6,4.4,October to March,2500 - 4500
Jaisalmer, 3. Gadisar Lake ,4.3,4.4,October to March,2500 - 4500
Jaisalmer, 4. Patwon ki haveli ,4.1,4.4,October to March,2500 - 4500
Jaisalmer, 5. Sam Sand Dunes ,4.2,4.4,October to March,2500 - 4500
Jaisalmer, 6. Jain Temples ,4.0,4.4,October to March,2500 - 4500
Jaisalmer, 7. Nathmal Ki Haveli ,3.8,4.4,October to March,2500 - 4500
Jaisalmer, 8. Kuldhara Village ,4.2,4.4,October to March,2500 - 4500
Jaisalmer, 9. Vyaas Chhatri ,3.0,4.4,October to March,2500 - 4500
Jaisalmer, 10. Desert National Park ,4.1,4.4,October to March,2500 - 4500
Jaisalmer, 11. Tanot Mata Temple ,3.0,4.4,October to March,2500 - 4500
Jaisalmer, 12. Jaisalmer War Museum ,3.7,4.4,October to March,2500 - 4500
Jaisalmer, 13. Tazia Tower and Badal Palace ,3.9,4.4,October to March,2500 - 4500
Jaisalmer, 15. Camping & Cultural Evening ,4.0,4.4,October to March,2500 - 4500
Jaisalmer, 16. Bada Bagh ,3.8,4.4,October to March,2500 - 4500
Jaisalmer, 17. Barmer ,3.8,4.4,October to March,2500 - 4500
Jaisalmer, 18. Amar Sagar Lake ,3.5,4.4,October to March,2500 - 4500
Jaisalmer, 20. Windmill Park ,3.3,4.4,October to March,2500 - 4500
Jaisalmer, 21. Akal Wood Fossil Park ,3.0,4.4,October to March,2500 - 4500
Jaisalmer, 22. Khuri ,3.3,4.4,October to March,2500 - 4500
Jaisalmer, 24. Desert Festival ,3.0,4.4,October to March,2500 - 4500
Jaisalmer, 25. Desert Culture Centre and Museum ,3.3,4.4,October to March,2500 - 4500
Jaisalmer, 27. Jaisalmer Government Museum ,3.3,4.4,October to March,2500 - 4500
Jaisalmer, 28. Salim Singh ki Haveli  ,3.2,4.4,October to March,2500 - 4500
Jaisalmer, 29. Mandir Palace ,3.1,4.4,October to March,2500 - 4500
Jaisalmer, 30. Ramdevra Temple ,3.0,4.4,October to March,2500 - 4500
Jaisalmer, 31. Khaba Fort ,3.0,4.4,October to March,2500 - 4500
Jaisalmer, 32. Lodhruva ,3.0,4.4,October to March,2500 - 4500
Jaisalmer, 33. Thar Heritage MuseumÃ‚Â  ,3.0,4.4,October to March,2500 - 4500
Jaisalmer, 34. Surya Gate ,3.0,4.4,October to March,2500 - 4500
Jaisalmer, 35. Shantinath Temple ,3.0,4.4,October to March,2500 - 4500
Jaisalmer, 36. Tazia Tower ,3.0,4.4,October to March,2500 - 4500
Jaisalmer, 37. Chandraprabhu Temple ,3.0,4.4,October to March,2500 - 4500
Jaisalmer, 38. Pokhran Fort ,3.0,4.4,October to March,2500 - 4500
Mount Abu, 1. Nakki Lake ,4.3,4.4,February to June,2500 - 4500
Mount Abu, 2. Guru Shikhar ,4.2,4.4,February to June,2500 - 4500
Mount Abu, 3. Toad Rock ,3.2,4.4,February to June,2500 - 4500
Mount Abu, 4. Mount Abu Wildlife Sanctuary ,3.5,4.4,February to June,2500 - 4500
Mount Abu, 5. Dilwara Temples ,4.4,4.4,February to June,2500 - 4500
Mount Abu, 6. Sunset point ,3.3,4.4,February to June,2500 - 4500
Mount Abu, 7. Shri Raghunath Temple ,3.2,4.4,February to June,2500 - 4500
Mount Abu, 8. Brahma Kumaris World Spiritual University ,3.5,4.4,February to June,2500 - 4500
Mount Abu, 9. Honeymoon Point ,3.4,4.4,February to June,2500 - 4500
Mount Abu, 10. Achalgarh Village ,3.2,4.4,February to June,2500 - 4500
Mount Abu, 11. Universal Peace Hall  ,3.2,4.4,February to June,2500 - 4500
Mount Abu, 12. Arbuda Devi Temple ,3.5,4.4,February to June,2500 - 4500
Mount Abu, 13. Trevors Tank ,3.2,4.4,February to June,2500 - 4500
Mount Abu, 14. Gaumukh temple ,3.4,4.4,February to June,2500 - 4500
Mount Abu, 15. Mount Abu Bazaars ,3.2,4.4,February to June,2500 - 4500
Wayanad, 1. Banasura Dam ,4.3,4.3,October to May,2500 - 4500
Wayanad, 2. Wayanad Wildlife Sanctuary ,4.2,4.3,October to May,2500 - 4500
Wayanad, 3. Chembra Peak ,4.2,4.3,October to May,2500 - 4500
Wayanad, 4. Edakkal Caves ,4.3,4.3,October to May,2500 - 4500
Wayanad, 6. Soochipara Falls ,4.2,4.3,October to May,2500 - 4500
Wayanad, 8. Kuruva Dweep ,3.5,4.3,October to May,2500 - 4500
Wayanad, 9. Sulthan Bathery ,4.2,4.3,October to May,2500 - 4500
Wayanad, 10. Pookot Lake ,3.6,4.3,October to May,2500 - 4500
Wayanad, 12. Chain Tree ,3.2,4.3,October to May,2500 - 4500
Hyderabad, 1. Tour the Ramoji Film city ,4.2,4.1,October to February,2500 - 4500
Hyderabad, 2. Charminar ,4.3,4.1,October to February,2500 - 4500
Hyderabad, 3. Enjoy the Show and Food at Hussain Sagar Lake ,4.3,4.1,October to February,2500 - 4500
Hyderabad, 4. Wonderla ,4.4,4.1,October to February,2500 - 4500
Hyderabad, 5. GravityZip ,4.3,4.1,October to February,2500 - 4500
Hyderabad, 6. Chowmahalla Palace ,4.2,4.1,October to February,2500 - 4500
Hyderabad, 7. Golkonda Fort ,4.3,4.1,October to February,2500 - 4500
Hyderabad, 8. Statue of Equality ,4.3,4.1,October to February,2500 - 4500
Hyderabad, 9. Thrill City ,4.0,4.1,October to February,2500 - 4500
Hyderabad, 11. Birla Mandir ,3.2,4.1,October to February,2500 - 4500
Hyderabad, 14. Chill at the Snow world ,3.7,4.1,October to February,2500 - 4500
Hyderabad, 16. Salar Jung Museum ,3.7,4.1,October to February,2500 - 4500
Hyderabad, 17. Go on a Safari in Nehru Zoological Park ,3.7,4.1,October to February,2500 - 4500
Hyderabad, 20. Irani Cafes ,3.8,4.1,October to February,2500 - 4500
Hyderabad, 22. Shop for Bangles at the Laad Bazaar ,3.7,4.1,October to February,2500 - 4500
Hyderabad, 24. IKEA Hyderabad ,4.0,4.1,October to February,2500 - 4500
Hyderabad, 25. B.M. Birla Planetarium and Science & Technological Museum ,3.2,4.1,October to February,2500 - 4500
Hyderabad, 27. Sarath City Mall ,4.0,4.1,October to February,2500 - 4500
Hyderabad, 28. Durgam Cheruvu Bride ,3.9,4.1,October to February,2500 - 4500
Hyderabad, 31. Mount Opera Theme Park Resort ,3.2,4.1,October to February,2500 - 4500
Hyderabad, 35. Shilparamam Uppal ,3.6,4.1,October to February,2500 - 4500
Hyderabad, 36. Chilkur Balaji Temple ,4.2,4.1,October to February,2500 - 4500
Hyderabad, 37. Iskcon temple ,3.7,4.1,October to February,2500 - 4500
Hyderabad, 38. Tank Bund ,3.9,4.1,October to February,2500 - 4500
Hyderabad, 41. Mecca Masjid ,4.2,4.1,October to February,2500 - 4500
Hyderabad, 43. Purani Haveli ,3.7,4.1,October to February,2500 - 4500
Hyderabad, 44. Amaravathi ,3.2,4.1,October to February,2500 - 4500
Hyderabad, 45. Ride Boats at Durgam Cheruvu ,3.7,4.1,October to February,2500 - 4500
Hyderabad, 49. Aero Plaza Hyderabad Airport ,3.9,4.1,October to February,2500 - 4500
Hyderabad, 51. Ratnalyam Temple ,3.7,4.1,October to February,2500 - 4500
Pondicherry, 1. Play on the Paradise Beach ,4.4,4.1,October to March,3500 - 5500
Pondicherry, 2. Aurobindo Ashram ,3.8,4.1,October to March,3500 - 5500
Pondicherry, 4. Scuba Diving in Pondicherry ,3.5,4.1,October to March,3500 - 5500
Pondicherry, 5. Explore the sites of Arikamedu ,3.8,4.1,October to March,3500 - 5500
Pondicherry, 7. Take a Leisure Walk by the Seaside Promenade ,3.6,4.1,October to March,3500 - 5500
Pondicherry, 8. Pondicherry beach ,3.8,4.1,October to March,3500 - 5500
Pondicherry, 12. Chunnambar Boat House ,3.8,4.1,October to March,3500 - 5500
Pondicherry, 13. Basilica of the Sacred Heart of Jesus ,3.6,4.1,October to March,3500 - 5500
Pondicherry, 14. Water Sports in Pondicherry ,4.0,4.1,October to March,3500 - 5500
Pondicherry, 15. Botanical Garden ,3.2,4.1,October to March,3500 - 5500
Pondicherry, 17. Take the Kids to Jawahar Toy Museum ,3.3,4.1,October to March,3500 - 5500
Pondicherry, 18. Raj Niwas ,3.3,4.1,October to March,3500 - 5500
Pondicherry, 19. French War Memorial ,3.3,4.1,October to March,3500 - 5500
Pondicherry, 20. Sri Manakula Vinayagar Temple ,3.3,4.1,October to March,3500 - 5500
Pondicherry, 21. Pondicherry Museum ,3.3,4.1,October to March,3500 - 5500
Pondicherry, 23. Gokilambal Thirukameswar Temple ,3.2,4.1,October to March,3500 - 5500
Pondicherry, 24. Chidambaram ,3.3,4.1,October to March,3500 - 5500
Pondicherry, 25. Relax in Bharathi Park ,3.3,4.1,October to March,3500 - 5500
Pondicherry, 26. Immaculate Conception Cathedral ,3.3,4.1,October to March,3500 - 5500
Pondicherry, 27. Varadaraja Perumal Temple ,3.3,4.1,October to March,3500 - 5500
Pondicherry, 28. Church of Our Lady of Angels ,3.3,4.1,October to March,3500 - 5500
Pondicherry, 29. The Statue of Dupleix ,3.3,4.1,October to March,3500 - 5500
Pondicherry, 31. Meeran Mosque ,3.3,4.1,October to March,3500 - 5500
Pondicherry, 36. Capture some Pictures in Ousteri Wetland and National Park ,3.2,4.1,October to March,3500 - 5500
Pondicherry, 39. Mahatma Gandhi Statue ,3.3,4.1,October to March,3500 - 5500
Pondicherry, 40. Auroville Ashram ,4.3,4.1,October to March,3500 - 5500
Pondicherry, 44. Vedapureeswarar Temple ,3.2,4.1,October to March,3500 - 5500
Khajuraho, 1. Light and sound show ,3.6,4.6,October to March,2500 - 4500
Khajuraho, 2. Dulhadev Temple ,3.6,4.6,October to March,2500 - 4500
Khajuraho, 3. Kandariya Mahadev Temple ,3.7,4.6,October to March,2500 - 4500
Khajuraho, 4. Lakshman Temple ,3.6,4.6,October to March,2500 - 4500
Khajuraho, 5. Parsvanath temple ,3.6,4.6,October to March,2500 - 4500
Khajuraho, 6. Vishwanath Temple ,3.3,4.6,October to March,2500 - 4500
Khajuraho, 7. Lakshmi temple ,3.3,4.6,October to March,2500 - 4500
Khajuraho, 9. Devi jagdamba Temple ,3.6,4.6,October to March,2500 - 4500
Khajuraho, 13. Adinath Temple ,3.3,4.6,October to March,2500 - 4500
Khajuraho, 14. Khajuraho Dance Festival ,3.8,4.6,October to March,2500 - 4500
Chennai, 1. Explore The Marina Beach ,4.3,3.9,November to February,2500 - 4500
Chennai, 3. MGR Film City ,3.5,3.9,November to February,2500 - 4500
Chennai, 4. Breezy Beach ,3.6,3.9,November to February,2500 - 4500
Chennai, 5. Marundeeswarar Temple ,4.3,3.9,November to February,2500 - 4500
Chennai, 6. Arignar Anna Zoological Park ,4.2,3.9,November to February,2500 - 4500
Chennai, 7. Valluvar Kottam ,4.2,3.9,November to February,2500 - 4500
Chennai, 8. Ashtalakshmi Temple ,4.2,3.9,November to February,2500 - 4500
Chennai, 9. Read Some Books at Connemara Library ,4.2,3.9,November to February,2500 - 4500
Chennai, 10. Trek the Koli Hills ,4.0,3.9,November to February,2500 - 4500
Chennai, 11. Elliot's Beach ,4.2,3.9,November to February,2500 - 4500
Chennai, 12. Enjoy the games at VGP Golden Beach ,3.7,3.9,November to February,2500 - 4500
Chennai, 13. ISKCON (Hare Rama Hare Krishna) Temple ,3.7,3.9,November to February,2500 - 4500
Chennai, 14. Vivekananda House ,3.2,3.9,November to February,2500 - 4500
Chennai, 15. Akkarai Beach ,3.2,3.9,November to February,2500 - 4500
Chennai, 16. Dakshinachitra Museum ,3.0,3.9,November to February,2500 - 4500
Chennai, 17. Santhome Cathedral Basilica ,3.2,3.9,November to February,2500 - 4500
Chennai, 23. Prakasam Salai ,3.2,3.9,November to February,2500 - 4500
Chennai, 26. Chennai Sangamam ,3.1,3.9,November to February,2500 - 4500
Vaishno Devi, 1. Vaishno Devi Temple ,4.3,4.4,March to October,2000 - 4000
Vaishno Devi, 2. Katra ,3.5,4.4,March to October,2000 - 4000
Vaishno Devi, 3. Ardh Kuwari Cave ,3.6,4.4,March to October,2000 - 4000
Vaishno Devi, 5. Bhairavnath Temple ,3.6,4.4,March to October,2000 - 4000
Vaishno Devi, 7. Dera Baba Banda ,3.3,4.4,March to October,2000 - 4000
Vaishno Devi, 9. City Shopping ,3.0,4.4,March to October,2000 - 4000
Haridwar, 1. Ganga Aarti ,4.6,4.0,"February to April, September to November",2000 - 4000
Haridwar, 2. Har Ki Pauri ,4.3,4.0,"February to April, September to November",2000 - 4000
Haridwar, 3. Chandi Devi Temple ,4.4,4.0,"February to April, September to November",2000 - 4000
Haridwar, 4. Mansa Devi Temple ,4.3,4.0,"February to April, September to November",2000 - 4000
Haridwar, 5. Chilla Wildlife Sanctuary ,4.2,4.0,"February to April, September to November",2000 - 4000
Haridwar, 7. Bharat Mata Mandir ,3.9,4.0,"February to April, September to November",2000 - 4000
Haridwar, 8. Daksha Mahadev Temple ,3.9,4.0,"February to April, September to November",2000 - 4000
Haridwar, 10. Sapt Rishi Ashram ,3.7,4.0,"February to April, September to November",2000 - 4000
Haridwar, 13. Vaishno Devi Temple ,3.8,4.0,"February to April, September to November",2000 - 4000
Haridwar, 19. Maya Devi Temple ,3.8,4.0,"February to April, September to November",2000 - 4000
Haridwar, 20. Bara Bazar ,3.2,4.0,"February to April, September to November",2000 - 4000
Haridwar, 35. Local Markets ,3.2,4.0,"February to April, September to November",2000 - 4000
Kanyakumari, 1. Thirparappu Falls ,4.3,4.1,October to March,2500 - 4500
Kanyakumari, 2. Kanyakumari Beach ,4.3,4.1,October to March,2500 - 4500
Kanyakumari, 3. Vivekananda Rock Memorial ,4.5,4.1,October to March,2500 - 4500
Kanyakumari, 4. Thanumalayan Temple - Sthanumalayan Kovil ,3.6,4.1,October to March,2500 - 4500
Kanyakumari, 5. Thiruvalluvar Statue ,4.3,4.1,October to March,2500 - 4500
Kanyakumari, 6. Kumari Amman Temple ,3.7,4.1,October to March,2500 - 4500
Kanyakumari, 7. Padmanabhapuram Palace ,4.3,4.1,October to March,2500 - 4500
Kanyakumari, 8. Lord Subramanya Temple ,3.3,4.1,October to March,2500 - 4500
Kanyakumari, 9. Wax Museum ,3.3,4.1,October to March,2500 - 4500
Kanyakumari, 10. Vattakottai Fort ,3.8,4.1,October to March,2500 - 4500
Kanyakumari, 11. Courtallam Falls ,3.3,4.1,October to March,2500 - 4500
Kanyakumari, 12. Sanguthurai Beach ,3.3,4.1,October to March,2500 - 4500
Kanyakumari, 13. Chitharal Jain Monuments ,3.3,4.1,October to March,2500 - 4500
Kanyakumari, 14. Gandhi Mandapam ,3.3,4.1,October to March,2500 - 4500
Pune, 1. Shaniwar Wada ,4.3,4.1,October to February,2500 - 4500
Pune, 2. Aga Khan Palace ,4.4,4.1,October to February,2500 - 4500
Pune, 3. Meditate at the Osho Ashram ,4.2,4.1,October to February,2500 - 4500
Pune, 4. Katraj Snake Park ,4.2,4.1,October to February,2500 - 4500
Pune, 7. Mulshi Lake and Dam ,3.5,4.1,October to February,2500 - 4500
Pune, 10. Panshet Water Park ,3.2,4.1,October to February,2500 - 4500
Pune, 12. Parvati Hill Temple ,3.2,4.1,October to February,2500 - 4500
Pune, 13. Live the Nightlife in Cafe's & Nightclubs ,3.5,4.1,October to February,2500 - 4500
Pune, 14. Pataleshwar cave temple ,3.2,4.1,October to February,2500 - 4500
Pune, 17. National War Museum ,3.5,4.1,October to February,2500 - 4500
Pune, 19. Rajgad Trek ,3.5,4.1,October to February,2500 - 4500
Pune, 21. Picnic in Bund Garden ,4.3,4.1,October to February,2500 - 4500
Pune, 23. Mahatma Phule Museum ,3.2,4.1,October to February,2500 - 4500
Pune, 24. Shinde's Chatri ,3.3,4.1,October to February,2500 - 4500
Pune, 25. Vishram Bagh Waada ,3.2,4.1,October to February,2500 - 4500
Pune, 26. Raj Dinakar Kelkar museum ,3.2,4.1,October to February,2500 - 4500
Pune, 27. Rasalgad ,3.5,4.1,October to February,2500 - 4500
Pune, 31. St. Mary's Church ,3.7,4.1,October to February,2500 - 4500
Pune, 35. David Synagogue ,3.2,4.1,October to February,2500 - 4500
Pune, 41. Purandar Trek ,3.5,4.1,October to February,2500 - 4500
Pune, 42. Hadsar Trek ,3.5,4.1,October to February,2500 - 4500
Pune, 44. Korigad Trek ,3.5,4.1,October to February,2500 - 4500
Pune, 46. City Shopping ,3.1,4.1,October to February,2500 - 4500
Pune, 47. Dehu ,3.7,4.1,October to February,2500 - 4500
Pune, 49. Chavand Trek ,3.5,4.1,October to February,2500 - 4500
Pune, 50. Rohida Trek ,3.5,4.1,October to February,2500 - 4500
Kochi, 1. Lulu Mall ,3.9,4.2,October to February,2500 - 4500
Kochi, 2. Fort Kochi ,4.2,4.2,October to February,2500 - 4500
Kochi, 3. Kerala Kathakali Centre ,3.2,4.2,October to February,2500 - 4500
Kochi, 4. Mattancherry Palace ,4.6,4.2,October to February,2500 - 4500
Kochi, 5. Cherai Beach ,3.7,4.2,October to February,2500 - 4500
Kochi, 6. Jewish Synagogue ,3.6,4.2,October to February,2500 - 4500
Kochi, 8. Bolgatty Palace ,4.2,4.2,October to February,2500 - 4500
Kochi, 9. Hill Palace ,3.7,4.2,October to February,2500 - 4500
Kochi," 10. Marine Drive, Kochi ",4.2,4.2,October to February,2500 - 4500
Kochi, 11. Folklore Museum ,3.2,4.2,October to February,2500 - 4500
Kochi, 12. Santa Cruz Basilica ,4.3,4.2,October to February,2500 - 4500
Kochi, 13. Willingdon Island ,4.2,4.2,October to February,2500 - 4500
Kochi, 16. Chinese Fishing Nets ,3.7,4.2,October to February,2500 - 4500
Kochi, 18. Vasco da Gama Square ,3.9,4.2,October to February,2500 - 4500
Kochi, 20. Veeranpuzha lake and Backwaters ,4.2,4.2,October to February,2500 - 4500
Kochi, 22. Mangalavanam Bird Sanctuary ,3.2,4.2,October to February,2500 - 4500
Kochi, 23. Jew Town ,3.2,4.2,October to February,2500 - 4500
Kochi, 24. M G Road ,3.2,4.2,October to February,2500 - 4500
Kochi, 26. Sunset Cruise ,3.2,4.2,October to February,2500 - 4500
Kochi, 27. St Francis Church ,3.7,4.2,October to February,2500 - 4500
Kochi, 28. Princess Street ,3.2,4.2,October to February,2500 - 4500
Kochi, 29. Kalady ,3.7,4.2,October to February,2500 - 4500
Kochi, 30. Greenix Village ,3.2,4.2,October to February,2500 - 4500
Kochi, 31. Parikshith Thampuran Museum ,3.2,4.2,October to February,2500 - 4500
Kochi, 32. Pierce Leslie Bungalow ,3.2,4.2,October to February,2500 - 4500
Kochi, 33. Pallipuram Fort ,3.7,4.2,October to February,2500 - 4500
Kochi, 34. Thirikkakara Vamanamoorthy Temple ,3.2,4.2,October to February,2500 - 4500
Kochi, 35. Santhanagopala-Krishnaswamy Temple ,3.2,4.2,October to February,2500 - 4500
Kochi, 36. Bishop's House ,3.2,4.2,October to February,2500 - 4500
Kochi, 37. Ernakulam Mahadev Temple ,3.0,4.2,October to February,2500 - 4500
Ahmedabad, 2. Dada Hari Wav ,3.5,4.1,October to March,2500 - 4500
Ahmedabad, 4. Swaminarayan Temple ,4.3,4.1,October to March,2500 - 4500
Ahmedabad, 5. Sabarmati Ashram ,4.2,4.1,October to March,2500 - 4500
Ahmedabad, 7. Adalaj Step Well ,3.0,4.1,October to March,2500 - 4500
Ahmedabad, 8. Kankaria Lake ,4.2,4.1,October to March,2500 - 4500
Ahmedabad, 9. Manek Chawk ,3.7,4.1,October to March,2500 - 4500
Ahmedabad, 11. Bhadra Fort & Teen Darwaza ,3.1,4.1,October to March,2500 - 4500
Ahmedabad, 12. Jama Masjid ,3.7,4.1,October to March,2500 - 4500
Ahmedabad, 13. World Vintage Car Museum ,3.4,4.1,October to March,2500 - 4500
Ahmedabad, 14. Hathisingh Jain Temple ,3.5,4.1,October to March,2500 - 4500
Ahmedabad, 15. Law Garden Night Market ,3.2,4.1,October to March,2500 - 4500
Ahmedabad, 16. Sidi Saiyyed Mosque ,4.2,4.1,October to March,2500 - 4500
Ahmedabad, 17. City Shopping ,3.3,4.1,October to March,2500 - 4500
Ahmedabad, 18. Calico Textile Museum ,3.2,4.1,October to March,2500 - 4500
Ahmedabad, 20. Jhulta Minar ,3.7,4.1,October to March,2500 - 4500
Ahmedabad, 21. Vaishnodevi Temple ,3.2,4.1,October to March,2500 - 4500
Ahmedabad, 22. Kamala Nehru Zoo ,3.2,4.1,October to March,2500 - 4500
Ahmedabad, 23. Alpha One Mall ,3.6,4.1,October to March,2500 - 4500
Ahmedabad, 24. Lal Darwaza ,3.2,4.1,October to March,2500 - 4500
Ahmedabad, 25. ISKCON Temple ,3.7,4.1,October to March,2500 - 4500
Ahmedabad, 26. Banascraft ,3.1,4.1,October to March,2500 - 4500
Ahmedabad, 27. Law Garden ,3.7,4.1,October to March,2500 - 4500
Ahmedabad, 28. Kapasi Handicraft Emporium ,3.2,4.1,October to March,2500 - 4500
Ahmedabad, 29. Lalbhai Dalpatbhai Museum ,3.7,4.1,October to March,2500 - 4500
Ahmedabad, 30. Tomb of Ahmed Shah and Ahmed Shah's Mosque. ,3.2,4.1,October to March,2500 - 4500
Ahmedabad, 31. R3 The Mall ,3.2,4.1,October to March,2500 - 4500
Ahmedabad, 32. Radhe Shopping Mall ,3.0,4.1,October to March,2500 - 4500
Mysore, 1. Mysore Palace ,4.4,4.2,October to March,2500 - 4500
Mysore, 2. Brindavan Gardens ,4.2,4.2,October to March,2500 - 4500
Mysore, 3. Mysore Zoo ,4.3,4.2,October to March,2500 - 4500
Mysore, 4. Somanathapura Temple ,3.5,4.2,October to March,2500 - 4500
Mysore, 5. Chamundeshwari Temple ,4.2,4.2,October to March,2500 - 4500
Mysore, 6. Shuka Vana ,3.0,4.2,October to March,2500 - 4500
Mysore, 7. Jaganmohan Palace ,4.2,4.2,October to March,2500 - 4500
Mysore, 8. Bonsai Garden ,3.1,4.2,October to March,2500 - 4500
Mysore, 9. Rail Museum ,3.7,4.2,October to March,2500 - 4500
Mysore, 10. Karanji lake ,3.8,4.2,October to March,2500 - 4500
Mysore, 11. St. Philomena's Church ,4.3,4.2,October to March,2500 - 4500
Mysore, 13. GRS fantasy park ,4.2,4.2,October to March,2500 - 4500
Mysore, 15. Talakadu ,4.2,4.2,October to March,2500 - 4500
Mysore, 16. City Shopping ,3.4,4.2,October to March,2500 - 4500
Mysore, 17. Folklore Museum ,3.2,4.2,October to March,2500 - 4500
Mysore, 18. Trinesvaraswamy Temple ,3.2,4.2,October to March,2500 - 4500
Mysore, 19. Nanjangud ,3.7,4.2,October to March,2500 - 4500
Mysore, 20. Melukote Temples ,3.2,4.2,October to March,2500 - 4500
Mysore, 21. Srikanteswara Temple ,3.2,4.2,October to March,2500 - 4500
Chandigarh, 1. Sukhna Lake ,4.5,4.2,October to March,2500 - 4500
Chandigarh, 2. Rock Garden ,4.6,4.2,October to March,2500 - 4500
Chandigarh, 3. Elante Mall ,4.3,4.2,October to March,2500 - 4500
Chandigarh, 4. Rose Garden ,4.2,4.2,October to March,2500 - 4500
Chandigarh, 9. Government Museum and Art Gallery ,4.2,4.2,October to March,2500 - 4500
Chandigarh, 10. International Dolls Museum ,4.0,4.2,October to March,2500 - 4500
Chandigarh, 11. The Capitol ,4.5,4.2,October to March,2500 - 4500
Chandigarh, 12. Fun City ,4.3,4.2,October to March,2500 - 4500
Chandigarh, 13. Pinjore Gardens ,4.5,4.2,October to March,2500 - 4500
Chandigarh, 14. Garden of Silence ,4.2,4.2,October to March,2500 - 4500
Chandigarh, 19. Terraced Garden ,4.1,4.2,October to March,2500 - 4500
